t_s,distance_m,pace_s,spm,hr,segment
261.0,2044.8,124.9,77,,1
261.8,2051.0,123.7,78,,1
262.5,2057.4,123.7,78,,1
263.3,2063.8,121.6,79,,1
264.1,2070.1,121.6,79,,1
264.8,2076.3,121.6,79,,1
265.6,2082.7,121.7,78,,1
266.4,2089.0,121.7,78,,1
267.2,2095.5,122.6,78,,1
267.9,2101.8,122.6,78,,1
268.7,2108.1,120.9,78,,1
269.4,2114.3,120.9,78,,1
270.2,2120.7,122.2,77,,1
271.0,2127.1,123.8,76,,1
271.8,2133.5,123.8,76,,1
272.6,2139.8,124.7,75,,1
273.4,2146.1,124.7,75,,1
274.2,2152.5,126.3,74,,1
275.0,2158.7,126.3,74,,1
275.8,2165.0,126.3,74,,1
276.6,2171.4,126.7,75,,1
277.4,2177.8,126.7,75,,1
278.1,2184.1,124.1,77,,1
278.9,2190.3,124.1,77,,1
279.7,2196.8,121.6,78,,1
280.4,2203.1,121.6,78,,1
281.2,2209.4,122.1,78,,1
282.0,2215.6,122.1,78,,1
282.7,2222.0,122.6,77,,1
283.5,2228.4,122.6,77,,1
284.3,2234.8,123.1,78,,1
285.1,2241.1,122.3,78,,1
285.8,2247.3,122.3,78,,1
286.6,2253.7,122.3,78,,1
287.4,2260.2,122.9,77,,1
288.2,2266.3,122.9,77,,1
288.9,2272.6,123.0,77,,1
289.7,2278.9,123.0,77,,1
290.5,2285.4,122.5,78,,1
291.2,2291.6,122.5,78,,1
292.0,2298.1,121.8,78,,1
292.8,2304.3,121.8,78,,1
293.5,2310.6,121.2,78,,1
294.3,2317.1,121.2,78,,1
295.1,2323.3,121.7,78,,1
295.8,2329.6,121.7,78,,1
296.6,2336.1,121.8,78,,1
297.4,2342.3,121.8,78,,1
298.1,2348.6,121.6,78,,1
298.9,2354.9,121.6,78,,1
299.7,2361.2,123.4,77,,1
300.5,2367.6,123.4,77,,1
301.3,2373.9,123.9,77,,1
302.1,2380.2,123.9,77,,1
302.8,2386.6,123.5,77,,1
303.6,2393.0,123.5,77,,1
304.4,2399.4,123.1,78,,1
305.2,2405.7,123.1,78,,1
305.9,2411.9,122.7,78,,1
306.7,2418.2,122.7,77,,1
307.5,2424.7,122.7,77,,1
308.3,2431.0,122.7,77,,1
309.0,2437.3,122.9,77,,1
309.8,2443.7,122.9,77,,1
310.6,2449.9,121.5,78,,1
311.3,2456.2,121.5,78,,1
312.1,2462.7,121.9,77,,1
312.9,2469.0,121.9,77,,1
313.7,2475.2,123.3,77,,1
314.4,2481.5,123.3,77,,1
315.2,2487.9,123.3,77,,1
316.0,2494.5,123.3,77,,1
316.8,2500.5,123.3,77,,1
317.6,2507.0,123.3,77,,1
318.3,2513.2,123.1,77,,1
319.1,2519.8,123.1,77,,1
319.8,2525.8,122.4,79,,1
320.6,2532.2,122.4,79,,1
321.3,2538.5,118.8,82,,1
322.0,2544.8,118.8,82,,1
322.8,2551.4,115.5,82,,1
323.6,2557.6,115.5,82,,1
324.3,2564.0,118.7,79,,1
325.1,2570.4,118.7,79,,1
325.9,2576.5,122.6,76,,1
326.7,2582.8,122.6,76,,1
327.5,2589.3,126.1,75,,1
328.3,2595.6,126.1,75,,1
329.1,2601.8,126.7,75,,1
329.8,2608.1,126.7,75,,1
330.6,2614.5,124.9,77,,1
331.4,2620.8,124.9,77,,1
332.2,2627.1,123.1,77,,1
333.0,2633.6,123.1,77,,1
333.7,2639.9,123.1,77,,1
334.5,2646.3,123.1,77,,1
335.3,2652.6,122.5,77,,1
336.1,2658.8,122.5,77,,1
336.8,2665.1,123.0,77,,1
337.6,2671.6,123.0,77,,1
338.4,2677.8,122.8,78,,1
339.2,2684.2,122.8,78,,1
339.9,2690.6,122.3,78,,1
340.7,2696.9,122.3,78,,1
341.4,2703.1,121.4,79,,1
342.2,2709.4,121.4,79,,1
343.0,2715.8,120.6,80,,1
343.7,2722.2,120.6,80,,1
344.5,2728.4,120.2,80,,1
345.2,2734.7,120.2,80,,1
346.0,2741.1,118.5,80,,1
346.7,2747.4,118.5,80,,1
347.5,2753.9,118.4,80,,1
348.2,2760.2,118.4,80,,1
349.0,2766.5,118.7,80,,1
349.7,2772.7,118.7,80,,1
350.4,2779.1,118.7,80,,1
351.2,2785.5,118.7,80,,1
351.9,2791.8,118.5,80,,1
352.7,2798.2,117.9,80,,1
353.4,2804.4,117.9,80,,1
354.2,2810.7,117.9,80,,1
354.9,2817.2,117.2,81,,1
355.7,2823.5,117.2,81,,1
356.4,2829.8,118.5,79,,1
357.2,2836.0,118.5,79,,1
357.9,2842.4,120.7,78,,1
358.7,2848.7,120.7,78,,1
359.5,2855.0,120.9,78,,1
360.2,2861.4,120.9,78,,1
361.0,2867.8,120.7,79,,1
361.7,2874.0,121.2,79,,1
362.5,2880.3,121.2,79,,1
363.3,2886.7,121.2,79,,1
364.1,2893.0,122.2,78,,1
364.9,2899.3,122.2,78,,1
365.6,2905.7,123.8,77,,1
366.4,2912.0,123.8,77,,1
367.2,2918.3,124.4,77,,1
368.0,2924.8,124.4,77,,1
368.8,2931.1,124.4,77,,1
369.5,2937.3,124.4,77,,1
370.3,2943.8,121.8,79,,1
371.1,2950.0,121.8,79,,1
371.9,2956.3,122.5,77,,1
372.7,2962.6,122.5,77,,1
373.5,2969.1,125.2,75,,1
374.3,2975.3,125.2,75,,1
375.1,2981.6,126.7,75,,1
375.9,2988.0,126.7,75,,1
376.7,2994.4,127.6,74,,1
377.5,3000.6,127.6,74,,1
378.3,3007.0,128.0,74,,1
379.1,3013.3,128.0,74,,1
379.9,3019.6,128.8,74,,1
380.7,3026.1,128.8,74,,1
381.5,3032.3,128.0,75,,1
382.3,3038.6,128.0,75,,1
383.1,3044.9,127.0,75,,1
383.9,3051.3,127.0,75,,1
384.7,3057.7,126.9,75,,1
385.5,3064.1,126.9,75,,1
386.3,3070.3,127.1,75,,1
387.1,3076.6,127.1,75,,1
388.0,3083.0,127.3,75,,1
388.7,3089.2,127.3,75,,1
389.6,3095.7,127.8,74,,1
390.3,3101.9,127.8,74,,1
391.2,3108.4,127.3,75,,1
391.9,3114.6,127.3,75,,1
392.7,3121.0,125.1,76,,1
393.5,3127.2,125.1,76,,1
394.3,3133.6,124.3,76,,1
395.1,3140.0,124.3,76,,1
395.9,3146.2,125.8,75,,1
396.7,3152.5,125.8,75,,1
397.5,3159.0,125.5,75,,1
398.2,3165.3,125.5,75,,1
399.0,3171.5,124.4,76,,1
399.8,3178.0,124.4,76,,1
400.6,3184.2,124.4,76,,1
401.4,3190.5,124.4,76,,1
402.2,3196.9,126.7,74,,1
403.0,3203.2,126.7,74,,1
403.9,3209.7,129.1,74,,1
404.7,3216.0,129.1,74,,1
405.5,3222.3,129.5,74,,1
406.3,3228.5,127.8,75,,1
407.1,3235.1,127.8,75,,1
407.9,3241.3,127.8,75,,1
408.7,3247.6,127.3,75,,1
409.5,3253.8,127.3,75,,1
410.3,3260.2,129.2,73,,1
411.2,3266.5,129.2,73,,1
412.0,3273.1,130.5,73,,1
412.8,3279.2,130.5,73,,1
413.5,3285.5,128.0,76,,1
414.3,3291.9,128.0,76,,1
415.1,3298.5,121.6,78,,1
415.9,3304.5,121.6,78,,1
416.7,3310.8,123.0,76,,1
417.5,3317.1,123.0,76,,1
418.3,3323.5,127.0,74,,1
419.1,3329.9,127.0,74,,1
419.9,3336.3,128.8,74,,1
420.7,3342.6,128.8,74,,1
421.5,3348.8,127.8,75,,1
422.3,3355.3,127.8,75,,1
423.1,3361.5,126.8,75,,1
423.9,3367.9,126.8,75,,1
424.7,3374.1,127.9,75,,1
425.5,3380.6,127.9,75,,1
426.3,3386.9,127.6,75,,1
427.1,3393.1,127.8,74,,1
428.0,3399.6,127.8,74,,1
428.7,3405.8,127.8,74,,1
429.5,3412.1,127.3,74,,1
430.4,3418.6,127.3,74,,1
431.1,3424.9,126.5,76,,1
431.9,3431.1,125.3,76,,1
432.7,3437.4,125.3,76,,1
433.5,3443.7,125.3,76,,1
434.3,3450.2,123.8,76,,1
435.1,3456.5,123.8,76,,1
435.8,3462.7,124.2,76,,1
436.6,3469.1,124.2,76,,1
437.4,3475.5,124.8,76,,1
438.2,3482.0,124.8,76,,1
439.0,3488.2,125.1,76,,1
439.8,3494.4,125.1,76,,1
440.5,3500.7,124.7,76,,1
441.3,3507.0,124.7,76,,1
442.1,3513.4,123.5,77,,1
442.9,3519.7,123.5,77,,1
443.6,3526.2,121.9,79,,1
444.4,3532.5,121.9,79,,1
445.2,3538.7,122.3,77,,1
446.0,3545.3,122.3,77,,1
446.8,3551.5,125.3,76,,1
447.6,3557.7,125.3,76,,1
448.4,3564.1,126.0,76,,1
449.2,3570.3,126.0,76,,1
450.0,3576.7,126.1,75,,1
450.8,3583.1,126.1,75,,1
451.5,3589.3,125.8,75,,1
452.3,3595.7,125.8,75,,1
453.1,3602.1,125.1,76,,1
453.9,3608.3,124.8,76,,1
454.7,3614.8,124.8,76,,1
455.5,3621.1,124.0,77,,1
456.3,3627.3,124.0,77,,1
457.0,3633.7,124.0,77,,1
457.8,3640.0,123.3,77,,1
458.6,3646.3,123.3,77,,1
459.4,3652.8,123.9,76,,1
460.2,3659.0,123.9,76,,1
460.9,3665.3,124.3,77,,1
461.7,3671.6,124.3,77,,1
462.5,3678.1,124.0,77,,1
463.3,3684.4,124.0,77,,1
464.1,3690.8,122.6,78,,1
464.8,3697.1,122.6,78,,1
465.6,3703.4,122.0,78,,1
466.4,3709.6,122.0,78,,1
467.2,3716.1,123.0,78,,1
467.9,3722.4,122.9,77,,1
468.7,3728.7,122.9,77,,1
469.5,3735.1,122.9,77,,1
470.3,3741.4,122.8,77,,1
471.0,3747.7,122.8,77,,1
471.8,3753.9,123.0,77,,1
472.6,3760.4,123.0,77,,1
473.3,3766.6,122.8,77,,1
474.1,3773.1,122.8,77,,1
474.9,3779.3,122.5,78,,1
475.7,3785.7,122.5,78,,1
476.4,3792.0,121.2,78,,1
477.2,3798.4,122.6,77,,1
478.0,3804.6,122.6,77,,1
478.8,3811.0,122.6,77,,1
479.5,3817.4,123.3,77,,1
480.3,3823.6,123.3,77,,1
481.1,3829.9,122.5,78,,1
481.8,3836.4,122.5,78,,1
482.6,3842.6,122.3,78,,1
483.4,3848.9,122.3,78,,1
484.1,3855.2,121.6,79,,1
484.9,3861.7,121.6,79,,1
485.7,3868.0,121.5,78,,1
486.4,3874.2,121.5,78,,1
487.2,3880.5,122.7,77,,1
488.0,3887.0,122.7,77,,1
488.8,3893.2,123.5,77,,1
489.6,3899.5,123.5,77,,1
490.3,3905.9,123.7,77,,1
491.1,3912.2,123.7,77,,1
491.9,3918.5,123.2,77,,1
492.7,3925.0,123.2,77,,1
493.4,3931.2,122.9,77,,1
494.2,3937.7,122.9,77,,1
495.0,3944.1,122.2,78,,1
495.7,3950.2,122.2,78,,1
496.5,3956.7,121.0,78,,1
497.3,3963.0,121.0,78,,1
498.0,3969.2,121.3,78,,1
498.8,3975.5,121.3,78,,1
499.6,3982.0,120.5,79,,1
500.3,3988.2,120.5,79,,1
501.0,3994.5,119.8,79,,1
501.8,4001.0,119.8,79,,1
502.5,4007.2,119.6,80,,1
503.3,4013.5,119.6,80,,1
504.0,4020.0,117.2,82,,1
504.8,4026.2,118.2,80,,1
505.5,4032.6,118.2,80,,1
506.3,4039.0,118.2,80,,1
507.0,4045.2,119.6,80,,1
507.8,4051.6,119.6,80,,1
508.6,4058.0,120.1,79,,1
509.3,4064.3,120.1,79,,1
510.1,4070.5,121.4,78,,1
510.9,4077.1,121.4,78,,1
511.6,4083.2,121.6,78,,1
512.4,4089.5,121.6,78,,1
513.2,4096.0,121.1,78,,1
513.9,4102.2,121.1,78,,1
514.7,4108.6,119.9,79,,1
515.4,4114.8,119.9,79,,1
516.2,4121.3,119.7,78,,1
516.9,4127.5,119.7,78,,1
517.7,4133.9,120.6,78,,1
518.5,4140.1,120.6,78,,1
519.2,4146.5,121.3,78,,1
520.0,4152.8,121.3,78,,1
520.8,4159.3,120.8,78,,1
521.5,4165.6,120.8,78,,1
522.3,4171.8,121.7,78,,1
523.1,4178.1,121.7,78,,1
523.8,4184.5,121.4,79,,1
524.6,4190.9,121.4,79,,1
525.3,4197.1,120.7,79,,1
526.1,4203.6,120.7,79,,1
526.8,4209.8,119.1,81,,1
527.6,4216.2,119.1,81,,1
528.3,4222.4,117.8,80,,1
529.1,4228.9,117.8,80,,1
529.9,4235.1,120.0,79,,1
530.7,4241.6,120.0,79,,1
531.4,4247.8,123.2,76,,1
532.3,4254.2,123.2,76,,1
533.1,4260.4,128.6,73,,1
533.9,4266.8,128.6,73,,1
534.8,4273.2,131.1,72,,1
535.6,4279.6,131.7,72,,1
536.4,4285.9,131.7,72,,1
537.2,4292.1,131.7,72,,1
538.1,4298.7,131.8,72,,1
538.9,4304.9,131.8,72,,1
539.7,4311.1,131.0,73,,1
540.5,4317.4,131.0,73,,1
541.3,4323.7,128.9,75,,1
542.2,4330.3,128.9,75,,1
542.9,4336.5,126.8,75,,1
543.7,4342.9,126.8,75,,1
544.5,4349.2,126.5,75,,1
545.3,4355.4,126.5,75,,1
546.1,4361.7,127.7,74,,1
547.0,4368.2,127.7,74,,1
547.8,4374.5,129.2,74,,1
548.6,4380.7,129.2,74,,1
549.4,4387.1,127.8,75,,1
550.2,4393.5,127.4,74,,1
551.0,4399.7,127.4,74,,1
551.8,4406.2,126.9,74,,1
552.6,4412.4,126.9,74,,1
553.4,4418.7,126.8,75,,1
554.2,4425.2,126.8,75,,1
555.0,4431.6,125.8,76,,1
555.8,4437.8,125.8,76,,1
556.5,4444.2,125.8,76,,1
557.3,4450.4,123.4,78,,1
558.0,4456.8,123.4,78,,1
558.8,4463.0,120.0,79,,1
559.6,4469.4,120.0,79,,1
560.4,4475.8,121.9,77,,1
561.1,4482.0,121.9,77,,1
561.9,4488.3,124.2,76,,1
562.7,4494.8,124.2,76,,1
563.5,4501.1,125.0,76,,1
564.3,4507.3,125.0,76,,1
565.1,4513.8,125.8,76,,1
565.9,4520.3,125.8,76,,1
566.7,4526.3,125.8,76,,1
567.5,4532.8,125.8,76,,1
568.2,4539.0,125.1,77,,1
569.0,4545.3,123.2,77,,1
569.8,4551.8,123.2,77,,1
570.6,4558.1,123.2,77,,1
571.4,4564.3,123.3,77,,1
572.2,4570.8,123.3,77,,1
572.9,4577.0,123.9,77,,1
573.7,4583.3,123.9,77,,1
574.5,4589.8,123.9,77,,1
575.2,4596.0,123.9,77,,1
576.0,4602.3,122.5,78,,1
576.8,4608.8,122.5,78,,1
577.6,4615.1,121.1,78,,1
578.3,4621.4,121.1,78,,1
579.1,4627.9,121.4,78,,1
579.8,4634.0,121.4,78,,1
580.6,4640.4,120.8,79,,1
581.4,4646.6,120.8,79,,1
582.1,4653.0,121.0,79,,1
582.9,4659.6,121.0,79,,1
583.6,4665.6,119.3,80,,1
584.4,4672.1,119.3,80,,1
585.1,4678.4,119.6,80,,1
585.9,4684.7,119.6,80,,1
586.7,4691.1,120.7,79,,1
587.4,4697.4,119.6,80,,1
588.2,4703.7,119.6,80,,1
588.9,4710.1,119.6,80,,1
589.6,4716.3,118.4,81,,1
590.4,4722.7,118.4,81,,1
591.1,4728.9,116.9,81,,1
591.9,4735.4,116.9,81,,1
592.6,4741.6,118.6,79,,1
593.4,4748.1,118.6,79,,1
594.2,4754.4,121.5,77,,1
594.9,4760.6,121.5,77,,1
595.8,4767.1,122.6,76,,1
596.5,4773.3,122.6,76,,1
597.3,4779.6,126.1,74,,1
598.1,4785.9,126.1,74,,1
598.9,4792.2,127.0,74,,1
599.7,4798.6,127.0,74,,1
600.5,4805.0,126.2,75,,1
601.3,4811.4,126.2,75,,1
602.1,4817.7,125.2,76,,1
602.9,4824.0,125.2,76,,1
603.7,4830.4,123.8,78,,1
604.4,4836.6,123.8,78,,1
605.2,4843.0,122.5,78,,1
606.0,4849.2,122.5,78,,1
606.7,4855.6,122.5,78,,1
607.5,4861.9,122.5,78,,1
608.3,4868.5,122.3,78,,1
609.1,4874.7,122.3,78,,1
609.8,4880.9,122.4,78,,1
610.6,4887.3,122.4,78,,1
611.3,4893.5,121.4,79,,1
612.1,4899.9,121.4,79,,1
612.8,4906.2,118.8,81,,1
613.6,4912.7,118.8,81,,1
614.3,4919.0,115.9,83,,1
615.0,4925.2,115.9,83,,1
615.7,4931.7,113.1,83,,1
616.4,4937.9,113.1,83,,1
617.2,4944.3,115.2,82,,1
617.9,4950.5,115.2,82,,1
618.6,4956.9,117.1,81,,1
