t_s,timestamp,distance_m,speed_m_s,pace_s_per_km,hr,elev_m,cadence_spm,power_w,gap_speed_m_s,temp_c
1723.0,2026-09-21T18:58:30+00:00,3891.47998046875,2.9019999504089355,344.58994386236463,165.0,121.80000305175781,84.0,,,26.0
1729.0,2026-09-21T18:58:36+00:00,3909.159912109375,2.947000026702881,339.3281272273368,167.0,121.80000305175781,85.0,,,26.0
1735.0,2026-09-21T18:58:42+00:00,3926.840087890625,2.947000026702881,339.3281272273368,167.0,121.5999984741211,85.0,,,26.0
1741.0,2026-09-21T18:58:48+00:00,3944.89990234375,3.009999990463257,332.2259146738715,167.0,121.5999984741211,86.0,,,26.0
1747.0,2026-09-21T18:58:54+00:00,3962.97998046875,3.013000011444092,331.89511988110246,168.0,121.4000015258789,85.0,,,26.0
1753.0,2026-09-21T18:59:00+00:00,3980.580078125,2.933000087738037,340.94782478210266,167.0,121.5999984741211,86.0,,,26.0
1759.0,2026-09-21T18:59:06+00:00,3999.0,3.069999933242798,325.7329061058689,168.0,121.5999984741211,86.0,,,26.0
1765.0,2026-09-21T18:59:12+00:00,4019.8798828125,3.4800000190734863,287.356320264113,168.0,121.5999984741211,86.0,,,26.0
1770.0,2026-09-21T18:59:17+00:00,4034.909912109375,3.00600004196167,332.66799269484216,167.0,121.4000015258789,80.0,,,26.0
1776.0,2026-09-21T18:59:23+00:00,4048.669921875,2.2929999828338623,436.1099029595825,164.0,121.4000015258789,75.0,,,26.0
1782.0,2026-09-21T18:59:29+00:00,4053.919921875,0.875,1142.857142857143,162.0,121.4000015258789,47.0,,,26.0
1788.0,2026-09-21T18:59:35+00:00,4056.739990234375,0.4699999988079071,2127.6595798646126,162.0,121.19999694824219,0.0,,,26.0
1791.0,2026-09-21T18:59:38+00:00,4058.139892578125,0.46700000762939453,2141.3275881433983,162.0,121.19999694824219,27.0,,,26.0
1797.0,2026-09-21T18:59:44+00:00,4060.199951171875,0.34299999475479126,2915.4519396272713,164.0,121.4000015258789,31.0,,,26.0
1803.0,2026-09-21T18:59:50+00:00,4065.590087890625,0.8980000019073486,1113.5857437371978,165.0,121.4000015258789,57.0,,,26.0
1809.0,2026-09-21T18:59:56+00:00,4065.590087890625,,,163.0,121.0,,,,26.0
1815.0,2026-09-21T19:00:02+00:00,4069.5400390625,0.32899999618530273,3039.5137130541784,162.0,121.0,16.0,,,26.0
1821.0,2026-09-21T19:00:08+00:00,4076.889892578125,1.225000023841858,816.3265147242932,160.0,121.0,60.0,,,26.0
1827.0,2026-09-21T19:00:14+00:00,4078.110107421875,0.2029999941587448,,161.0,121.19999694824219,0.0,,,26.0
1830.0,2026-09-21T19:00:17+00:00,4078.110107421875,,,161.0,121.0,0.0,,,26.0
1836.0,2026-09-21T19:00:23+00:00,4082.64990234375,0.5040000081062317,1984.126952214697,161.0,121.0,45.0,,,26.0
1842.0,2026-09-21T19:00:29+00:00,4090.56005859375,1.3179999589920044,758.725365033237,159.0,121.19999694824219,52.0,,,26.0
1847.0,2026-09-21T19:00:34+00:00,4090.56005859375,,,154.0,121.4000015258789,52.0,,,26.0
1853.0,2026-09-21T19:00:40+00:00,4090.56005859375,,,150.0,121.4000015258789,,,,26.0
1859.0,2026-09-21T19:00:46+00:00,4090.56005859375,,,150.0,121.5999984741211,,,,26.0
