nr,type,start_s,end_s,distance_m,duration_s,pace_s_per_km,pace_str,avg_hr,max_hr,hr_start,hr_end,hr_rise,avg_cadence_spm,elev_gain_m,elev_loss_m,avg_power_w,intensity,recovery_to_threshold_s
1,normal,0.0,4106.6,1505.74,4106.586,2727.2875795290024,45:27,147.0,171.0,60,148,88,20.013850415512465,0.0,0.0,,,
