t_s,timestamp,distance_m,speed_m_s,pace_s_per_km,hr,elev_m,cadence_spm,power_w,gap_speed_m_s,temp_c
702.0,2026-09-25T14:51:36+00:00,196.27000427246094,1.2029999494552612,831.2552302706388,141.0,-53.79999923706055,0.0,,,29.0
708.0,2026-09-25T14:51:42+00:00,196.27000427246094,,,141.0,-53.79999923706055,,,,29.0
714.0,2026-09-25T14:51:48+00:00,197.27000427246094,0.08299999684095383,,141.0,-54.0,20.0,,,29.0
720.0,2026-09-25T14:51:54+00:00,200.57000732421875,0.550000011920929,1818.1817787737893,141.0,-54.0,0.0,,,29.0
726.0,2026-09-25T14:52:00+00:00,201.63999938964844,0.17800000309944153,,142.0,-54.20000076293945,25.0,,,29.0
732.0,2026-09-25T14:52:06+00:00,209.2100067138672,1.2619999647140503,792.3930490969424,143.0,-54.20000076293945,68.0,,,29.0
733.0,2026-09-25T14:52:07+00:00,211.02000427246094,1.809999942779541,552.4862053113338,142.0,-54.400001525878906,68.0,,,29.0
739.0,2026-09-25T14:52:13+00:00,218.07000732421875,1.1749999523162842,851.0638643250106,141.0,-54.400001525878906,15.0,,,29.0
745.0,2026-09-25T14:52:19+00:00,218.07000732421875,,,141.0,-54.20000076293945,15.0,,,29.0
751.0,2026-09-25T14:52:25+00:00,227.49000549316406,0.7850000262260437,1273.8853077592717,141.0,-54.20000076293945,55.0,,,29.0
757.0,2026-09-25T14:52:31+00:00,235.60000610351562,1.3519999980926514,739.6449714576634,142.0,-54.400001525878906,44.0,,,29.0
763.0,2026-09-25T14:52:37+00:00,239.07000732421875,0.578000009059906,1730.1037791097274,142.0,-54.400001525878906,44.0,,,29.0
769.0,2026-09-25T14:52:43+00:00,239.92999267578125,0.14300000667572021,,142.0,-54.20000076293945,0.0,,,29.0
775.0,2026-09-25T14:52:49+00:00,239.92999267578125,,,142.0,-54.20000076293945,,,,29.0
781.0,2026-09-25T14:52:55+00:00,239.92999267578125,,,141.0,-54.599998474121094,,,,29.0
787.0,2026-09-25T14:53:01+00:00,239.92999267578125,,,141.0,-54.20000076293945,,,,29.0
793.0,2026-09-25T14:53:07+00:00,239.92999267578125,,,139.0,-54.599998474121094,,,,29.0
799.0,2026-09-25T14:53:13+00:00,243.49000549316406,0.11900000274181366,,138.0,-54.599998474121094,0.0,,,29.0
805.0,2026-09-25T14:53:19+00:00,243.49000549316406,,,137.0,-54.599998474121094,,,,29.0
811.0,2026-09-25T14:53:25+00:00,243.49000549316406,,,135.0,-54.599998474121094,,,,29.0
817.0,2026-09-25T14:53:31+00:00,243.49000549316406,,,136.0,-54.79999923706055,,,,29.0
823.0,2026-09-25T14:53:37+00:00,243.49000549316406,,,137.0,-54.599998474121094,,,,29.0
829.0,2026-09-25T14:53:43+00:00,243.49000549316406,,,138.0,-54.79999923706055,,,,29.0
835.0,2026-09-25T14:53:49+00:00,243.49000549316406,,,139.0,-54.79999923706055,,,,29.0
841.0,2026-09-25T14:53:55+00:00,243.49000549316406,,,138.0,-54.79999923706055,,,,29.0
847.0,2026-09-25T14:54:01+00:00,243.49000549316406,,,138.0,-54.599998474121094,,,,29.0
853.0,2026-09-25T14:54:07+00:00,247.0399932861328,0.06599999964237213,,138.0,-54.79999923706055,19.0,,,29.0
859.0,2026-09-25T14:54:13+00:00,249.27000427246094,0.3720000088214874,2688.1719792643134,139.0,-55.0,43.0,,,29.0
865.0,2026-09-25T14:54:19+00:00,249.27000427246094,,,141.0,-54.79999923706055,,,,29.0
871.0,2026-09-25T14:54:25+00:00,249.27000427246094,,,141.0,-55.0,,,,29.0
877.0,2026-09-25T14:54:31+00:00,249.27000427246094,,,141.0,-55.0,,,,29.0
883.0,2026-09-25T14:54:37+00:00,249.97000122070312,0.028999999165534973,,140.0,-55.0,8.0,,,29.0
888.0,2026-09-25T14:54:42+00:00,249.97000122070312,,,137.0,-55.0,0.0,,,29.0
891.0,2026-09-25T14:54:45+00:00,253.1199951171875,0.39399999380111694,2538.0711059218424,134.0,-55.0,13.0,,,29.0
897.0,2026-09-25T14:54:51+00:00,253.1199951171875,,,135.0,-55.0,,,,29.0
903.0,2026-09-25T14:54:57+00:00,253.1199951171875,,,137.0,-55.0,,,,29.0
909.0,2026-09-25T14:55:03+00:00,253.1199951171875,,,140.0,-55.0,,,,29.0
915.0,2026-09-25T14:55:09+00:00,253.1199951171875,,,140.0,-55.0,,,,29.0
921.0,2026-09-25T14:55:15+00:00,257.8999938964844,0.1589999943971634,,141.0,-55.20000076293945,14.0,,,29.0
927.0,2026-09-25T14:55:21+00:00,257.8999938964844,,,142.0,-55.20000076293945,,,,29.0
933.0,2026-09-25T14:55:27+00:00,257.8999938964844,,,142.0,-55.400001525878906,,,,29.0
934.0,2026-09-25T14:55:28+00:00,257.8999938964844,,,142.0,-55.400001525878906,,,,29.0
940.0,2026-09-25T14:55:34+00:00,262.260009765625,0.2290000021457672,,142.0,-55.400001525878906,0.0,,,29.0
946.0,2026-09-25T14:55:40+00:00,262.260009765625,,,142.0,-55.20000076293945,,,,29.0
952.0,2026-09-25T14:55:46+00:00,263.5799865722656,0.10999999940395355,,142.0,-55.400001525878906,,,,29.0
958.0,2026-09-25T14:55:52+00:00,264.8999938964844,0.2199999988079071,,142.0,-55.400001525878906,12.0,,,29.0
964.0,2026-09-25T14:55:58+00:00,264.8999938964844,,,142.0,-55.599998474121094,,,,29.0
970.0,2026-09-25T14:56:04+00:00,267.57000732421875,0.22300000488758087,,141.0,-55.20000076293945,15.0,,,29.0
976.0,2026-09-25T14:56:10+00:00,267.57000732421875,,,141.0,-55.400001525878906,,,,29.0
982.0,2026-09-25T14:56:16+00:00,272.7099914550781,0.42800000309944153,2336.4485812110147,142.0,-55.400001525878906,52.0,,,29.0
987.0,2026-09-25T14:56:21+00:00,272.7099914550781,,,145.0,-55.400001525878906,0.0,,,29.0
993.0,2026-09-25T14:56:27+00:00,272.7099914550781,,,145.0,-55.20000076293945,,,,29.0
999.0,2026-09-25T14:56:33+00:00,280.9700012207031,0.4860000014305115,2057.6131626678207,145.0,-55.20000076293945,34.0,,,29.0
1005.0,2026-09-25T14:56:39+00:00,284.6600036621094,0.6150000095367432,1626.0162349481313,143.0,-55.20000076293945,12.0,,,29.0
1011.0,2026-09-25T14:56:45+00:00,287.6700134277344,0.5019999742507935,1992.0319746877346,145.0,-55.400001525878906,13.0,,,29.0
1017.0,2026-09-25T14:56:51+00:00,288.55999755859375,0.14800000190734863,,144.0,-55.0,23.0,,,29.0
1023.0,2026-09-25T14:56:57+00:00,289.3500061035156,0.13199999928474426,,143.0,-55.0,0.0,,,29.0
1028.0,2026-09-25T14:57:02+00:00,289.3500061035156,,,140.0,-55.400001525878906,,,,29.0
1034.0,2026-09-25T14:57:08+00:00,290.6499938964844,0.11800000071525574,,140.0,-55.0,20.0,,,29.0
1040.0,2026-09-25T14:57:14+00:00,290.6499938964844,,,138.0,-55.0,20.0,,,29.0
1046.0,2026-09-25T14:57:20+00:00,290.6499938964844,,,138.0,-55.0,,,,29.0
1052.0,2026-09-25T14:57:26+00:00,290.6499938964844,,,137.0,-55.0,,,,29.0
1058.0,2026-09-25T14:57:32+00:00,290.6499938964844,,,138.0,-55.20000076293945,,,,29.0
1064.0,2026-09-25T14:57:38+00:00,290.6499938964844,,,139.0,-55.20000076293945,,,,29.0
1070.0,2026-09-25T14:57:44+00:00,290.6499938964844,,,139.0,-55.20000076293945,,,,29.0
1076.0,2026-09-25T14:57:50+00:00,290.6499938964844,,,139.0,-55.20000076293945,,,,29.0
1082.0,2026-09-25T14:57:56+00:00,294.55999755859375,0.08100000023841858,,140.0,-55.400001525878906,13.0,,,29.0
1088.0,2026-09-25T14:58:02+00:00,294.55999755859375,,,139.0,-55.400001525878906,,,,29.0
1094.0,2026-09-25T14:58:08+00:00,298.260009765625,0.30799999833106995,3246.7532643461172,137.0,-55.400001525878906,32.0,,,29.0
1100.0,2026-09-25T14:58:14+00:00,298.260009765625,,,137.0,-55.599998474121094,,,,29.0
1106.0,2026-09-25T14:58:20+00:00,298.260009765625,,,136.0,-55.599998474121094,,,,29.0
1112.0,2026-09-25T14:58:26+00:00,298.260009765625,,,137.0,-55.599998474121094,,,,29.0
1118.0,2026-09-25T14:58:32+00:00,298.260009765625,,,139.0,-55.599998474121094,,,,29.0
1124.0,2026-09-25T14:58:38+00:00,298.260009765625,,,139.0,-55.599998474121094,,,,29.0
1130.0,2026-09-25T14:58:44+00:00,300.0799865722656,0.050999999046325684,,139.0,-55.400001525878906,29.0,,,29.0
1136.0,2026-09-25T14:58:50+00:00,300.0799865722656,,,140.0,-55.400001525878906,,,,29.0
1142.0,2026-09-25T14:58:56+00:00,300.0799865722656,,,141.0,-55.400001525878906,,,,29.0
1148.0,2026-09-25T14:59:02+00:00,300.9700012207031,0.04899999871850014,,141.0,-55.400001525878906,10.0,,,29.0
1154.0,2026-09-25T14:59:08+00:00,303.5199890136719,0.42500001192092896,2352.9411104723677,143.0,-55.20000076293945,0.0,,,29.0
1160.0,2026-09-25T14:59:14+00:00,303.5199890136719,,,143.0,-55.400001525878906,,,,29.0
1166.0,2026-09-25T14:59:20+00:00,306.42999267578125,0.24300000071525574,,141.0,-55.599998474121094,0.0,,,29.0
1172.0,2026-09-25T14:59:26+00:00,309.0299987792969,0.43299999833106995,2309.468831072383,140.0,-55.400001525878906,0.0,,,29.0
1178.0,2026-09-25T14:59:32+00:00,314.4200134277344,0.8980000019073486,1113.5857437371978,140.0,-55.400001525878906,0.0,,,29.0
1184.0,2026-09-25T14:59:38+00:00,322.989990234375,1.4279999732971191,700.2801251397036,141.0,-55.400001525878906,53.0,,,29.0
1190.0,2026-09-25T14:59:44+00:00,331.55999755859375,1.4279999732971191,700.2801251397036,143.0,-55.599998474121094,56.0,,,29.0
1196.0,2026-09-25T14:59:50+00:00,339.8500061035156,1.3819999694824219,723.5890174256037,144.0,-55.599998474121094,0.0,,,29.0
1202.0,2026-09-25T14:59:56+00:00,344.3399963378906,0.7480000257492065,1336.8983497004388,144.0,-55.599998474121094,54.0,,,29.0
