t_s,distance_m,pace_s,spm,hr,segment
764.9,5528.2,127.1,79,,1
765.7,5534.4,125.9,78,,1
766.4,5540.4,125.9,78,,1
767.2,5546.4,125.9,78,,1
768.0,5552.5,130.2,75,,1
768.9,5558.5,130.2,75,,1
769.7,5564.4,134.6,73,,1
770.5,5570.6,134.6,73,,1
771.3,5576.5,137.2,72,,1
772.2,5582.6,137.8,72,,1
773.0,5588.6,137.8,72,,1
773.8,5594.8,137.8,72,,1
774.7,5600.8,138.0,72,,1
775.5,5606.7,138.0,72,,1
776.3,5612.8,137.7,72,,1
777.1,5618.9,137.7,72,,1
778.0,5624.9,136.8,73,,1
778.8,5631.0,136.8,73,,1
779.6,5636.9,137.3,72,,1
780.4,5643.0,136.8,73,,1
781.3,5649.2,136.8,73,,1
782.1,5655.2,136.8,73,,1
782.9,5661.1,136.2,73,,1
783.7,5667.3,136.2,73,,1
784.5,5673.3,135.0,74,,1
785.3,5679.2,135.0,74,,1
786.1,5685.4,133.6,75,,1
786.9,5691.3,133.6,75,,1
787.7,5697.4,131.7,77,,1
788.5,5703.5,131.7,77,,1
789.2,5709.4,128.8,77,,1
790.1,5715.6,128.8,77,,1
790.9,5721.5,132.4,74,,1
791.7,5727.7,132.4,74,,1
792.5,5733.7,137.4,72,,1
793.4,5739.8,137.4,72,,1
794.2,5745.7,139.6,71,,1
795.0,5751.7,139.6,71,,1
795.9,5757.8,139.2,72,,1
796.7,5763.8,139.2,72,,1
797.5,5769.8,138.3,73,,1
798.3,5776.0,138.3,73,,1
799.1,5781.9,133.7,76,,1
799.9,5788.1,131.5,77,,1
800.7,5794.1,131.5,77,,1
801.5,5800.0,131.5,77,,1
802.3,5806.2,130.8,76,,1
803.1,5812.1,130.8,76,,1
803.9,5818.3,133.6,74,,1
804.7,5824.2,133.6,74,,1
805.6,5830.4,136.7,73,,1
806.4,5836.3,136.7,73,,1
807.2,5842.3,137.2,73,,1
808.0,5848.5,137.2,73,,1
808.9,5854.5,136.3,73,,1
809.7,5860.4,136.3,73,,1
810.5,5866.5,136.3,73,,1
811.3,5872.5,136.3,73,,1
812.1,5878.7,135.8,74,,1
812.9,5884.6,135.0,74,,1
813.7,5890.6,135.0,74,,1
814.5,5896.8,135.0,74,,1
815.3,5902.9,132.8,76,,1
816.1,5908.8,132.8,76,,1
816.9,5914.9,131.3,76,,1
817.7,5920.9,131.3,76,,1
818.5,5927.0,132.3,75,,1
819.3,5933.1,132.3,75,,1
820.1,5939.1,133.5,74,,1
820.9,5945.1,133.5,74,,1
821.7,5951.1,134.9,74,,1
822.5,5957.1,134.9,74,,1
823.4,5963.1,133.9,74,,1
824.2,5969.2,133.7,74,,1
825.0,5975.3,133.7,74,,1
825.8,5981.4,133.7,74,,1
826.6,5987.3,135.3,73,,1
827.4,5993.5,135.3,73,,1
828.3,5999.5,136.5,73,,1
829.1,6005.4,136.5,73,,1
829.9,6011.5,136.1,73,,1
830.7,6017.5,136.1,73,,1
831.5,6023.7,135.2,74,,1
832.3,6029.7,135.2,74,,1
833.1,6035.6,133.8,74,,1
833.9,6041.7,134.0,74,,1
834.7,6047.7,134.0,74,,1
835.5,6053.9,134.0,74,,1
836.3,6059.8,133.6,74,,1
837.1,6066.0,133.6,74,,1
837.9,6071.9,132.7,75,,1
838.7,6078.0,132.7,75,,1
839.5,6084.0,131.8,75,,1
840.3,6090.1,131.8,75,,1
841.1,6096.0,132.5,74,,1
841.9,6102.2,132.6,75,,1
842.7,6108.1,132.6,75,,1
843.5,6114.3,132.6,75,,1
844.2,6120.2,129.6,77,,1
845.0,6126.2,129.6,77,,1
845.8,6132.4,128.9,76,,1
846.6,6138.4,128.9,76,,1
847.4,6144.4,133.1,74,,1
848.2,6150.4,133.1,74,,1
849.1,6156.6,134.6,74,,1
849.9,6162.6,134.6,74,,1
850.7,6168.6,135.1,74,,1
851.5,6174.6,135.1,74,,1
852.3,6180.6,134.8,74,,1
853.1,6186.6,134.8,74,,1
853.9,6192.7,134.0,74,,1
854.8,6198.8,134.0,74,,1
855.6,6204.9,136.7,72,,1
856.5,6210.9,136.7,72,,1
857.3,6216.8,140.2,71,,1
858.1,6222.9,140.2,71,,1
859.0,6228.9,140.5,71,,1
859.8,6235.1,140.5,71,,1
860.6,6241.0,139.6,72,,1
861.5,6247.0,139.6,72,,1
862.3,6253.2,138.9,72,,1
863.2,6259.3,137.9,73,,1
864.0,6265.2,137.9,73,,1
864.8,6271.2,137.9,73,,1
865.6,6277.2,137.4,72,,1
866.5,6283.3,137.4,72,,1
867.3,6289.5,137.3,73,,1
868.1,6295.4,137.3,73,,1
868.9,6301.5,137.1,73,,1
869.8,6307.5,137.1,73,,1
870.6,6313.6,137.2,73,,1
871.4,6319.7,136.9,73,,1
872.2,6325.6,136.9,73,,1
873.0,6331.6,136.9,73,,1
873.9,6337.8,135.6,74,,1
874.7,6343.8,133.5,74,,1
875.5,6349.7,133.5,74,,1
876.3,6355.8,133.5,74,,1
877.1,6361.8,134.2,74,,1
877.9,6367.9,134.2,74,,1
878.7,6373.9,135.1,73,,1
879.5,6380.1,135.1,73,,1
880.3,6386.0,135.8,73,,1
881.2,6392.3,135.8,73,,1
882.0,6398.1,136.3,73,,1
882.8,6404.2,136.3,73,,1
883.6,6410.3,135.7,73,,1
884.4,6416.3,135.7,73,,1
885.2,6422.2,135.0,74,,1
886.0,6428.3,135.0,74,,1
886.8,6434.3,133.7,74,,1
887.7,6440.6,133.7,74,,1
888.5,6446.4,135.3,73,,1
889.3,6452.6,135.3,73,,1
890.1,6458.5,136.8,72,,1
891.0,6464.5,136.8,72,,1
891.8,6470.6,137.8,72,,1
892.6,6476.7,137.8,72,,1
893.5,6482.8,136.7,73,,1
894.2,6488.7,136.7,73,,1
895.1,6494.9,135.6,74,,1
895.9,6500.9,135.6,74,,1
896.7,6506.9,134.8,74,,1
897.5,6513.0,134.8,74,,1
898.3,6519.0,134.3,74,,1
899.1,6524.9,134.3,74,,1
899.9,6531.0,134.4,74,,1
900.7,6537.0,134.4,74,,1
901.5,6543.2,134.0,74,,1
902.3,6549.2,134.0,74,,1
903.1,6555.1,132.0,76,,1
903.9,6561.2,132.0,76,,1
904.7,6567.3,131.0,76,,1
905.5,6573.4,131.0,76,,1
906.2,6579.3,130.8,76,,1
907.0,6585.5,130.8,76,,1
907.8,6591.5,130.1,77,,1
908.6,6597.5,130.1,77,,1
909.3,6603.5,127.0,79,,1
910.1,6609.5,127.0,79,,1
910.9,6615.5,127.9,77,,1
911.7,6621.6,127.9,77,,1
912.5,6627.6,132.6,74,,1
913.3,6633.7,132.6,74,,1
914.1,6639.7,134.8,74,,1
915.0,6645.9,134.8,74,,1
915.8,6651.9,136.0,73,,1
916.6,6657.8,136.0,73,,1
917.4,6664.0,137.0,73,,1
918.3,6669.9,137.0,73,,1
919.1,6675.9,137.3,73,,1
919.9,6682.1,136.0,74,,1
920.7,6688.2,136.0,74,,1
921.5,6694.2,136.0,74,,1
922.3,6700.2,134.9,74,,1
923.1,6706.2,135.0,74,,1
924.0,6712.3,135.0,74,,1
924.8,6718.4,135.0,74,,1
925.6,6724.3,135.7,74,,1
926.4,6730.3,135.4,74,,1
927.2,6736.4,135.4,74,,1
928.0,6742.4,135.4,74,,1
928.9,6748.6,134.7,74,,1
929.6,6754.5,133.9,75,,1
930.4,6760.5,133.9,75,,1
931.2,6766.6,133.9,75,,1
932.0,6772.6,132.9,75,,1
932.8,6778.7,132.9,75,,1
933.6,6784.7,130.8,77,,1
934.4,6790.7,130.8,77,,1
935.2,6797.0,129.4,77,,1
936.0,6802.9,129.4,77,,1
936.7,6808.9,131.1,76,,1
937.6,6815.0,131.1,76,,1
938.3,6820.9,132.1,75,,1
939.1,6827.0,133.1,75,,1
940.0,6833.1,133.1,75,,1
940.8,6839.1,133.1,75,,1
941.6,6845.1,133.3,74,,1
942.4,6851.3,133.3,74,,1
943.2,6857.3,134.0,74,,1
944.0,6863.2,134.0,74,,1
944.8,6869.3,132.9,76,,1
945.5,6875.3,132.9,76,,1
946.3,6881.3,129.9,77,,1
947.1,6887.5,129.9,77,,1
947.9,6893.6,129.4,77,,1
948.7,6899.5,130.0,76,,1
949.4,6905.5,130.0,76,,1
950.2,6911.5,130.0,76,,1
951.0,6917.6,130.2,76,,1
951.8,6923.6,130.2,76,,1
952.6,6929.8,129.6,77,,1
953.3,6935.8,129.6,77,,1
954.1,6941.8,128.6,77,,1
954.9,6947.8,128.6,77,,1
955.6,6953.8,128.1,77,,1
956.4,6959.9,127.6,78,,1
957.2,6966.0,127.6,78,,1
957.9,6972.1,127.6,78,,1
958.7,6978.0,126.7,79,,1
959.5,6984.2,126.7,79,,1
960.2,6990.2,126.0,78,,1
961.0,6996.1,126.0,78,,1
961.7,7002.3,126.1,79,,1
962.5,7008.2,126.1,79,,1
963.3,7014.4,127.1,78,,1
964.0,7020.3,127.1,78,,1
964.8,7026.3,127.9,77,,1
965.6,7032.4,127.9,77,,1
966.4,7038.4,129.6,76,,1
967.2,7044.6,129.6,76,,1
968.0,7050.6,130.5,76,,1
968.7,7056.5,130.5,76,,1
969.5,7062.6,130.7,76,,1
970.3,7068.6,130.7,76,,1
971.1,7074.7,130.7,76,,1
971.9,7080.7,130.7,76,,1
972.7,7087.0,129.8,77,,1
973.4,7092.8,129.8,77,,1
974.2,7098.9,129.0,77,,1
975.0,7105.0,129.0,77,,1
975.8,7110.9,129.5,77,,1
976.6,7116.9,129.5,77,,1
977.4,7123.1,130.1,77,,1
978.1,7129.1,130.1,77,,1
978.9,7135.2,128.4,78,,1
979.6,7141.1,128.4,78,,1
980.4,7147.3,126.3,79,,1
981.2,7153.2,126.9,78,,1
981.9,7159.3,126.9,78,,1
982.7,7165.4,126.9,78,,1
983.5,7171.3,129.3,77,,1
984.3,7177.3,129.3,77,,1
985.1,7183.5,130.7,76,,1
985.9,7189.4,130.7,76,,1
986.7,7195.6,131.9,76,,1
987.5,7201.6,131.9,76,,1
988.2,7207.5,131.7,76,,1
989.0,7213.6,131.7,76,,1
989.8,7219.8,131.4,76,,1
990.6,7225.8,131.4,76,,1
991.4,7231.7,131.2,76,,1
992.2,7237.8,131.2,76,,1
993.0,7243.9,130.9,76,,1
993.8,7250.0,130.9,76,,1
994.6,7256.0,130.4,77,,1
995.3,7262.0,130.4,77,,1
996.1,7268.0,129.7,77,,1
996.9,7274.0,129.7,77,,1
997.7,7280.2,128.4,78,,1
998.4,7286.1,127.1,79,,1
999.2,7292.4,127.1,79,,1
999.9,7298.2,127.1,79,,1
1000.7,7304.3,127.1,78,,1
1001.5,7310.2,127.1,78,,1
1002.2,7316.3,128.0,78,,1
1003.0,7322.5,128.0,78,,1
1003.8,7328.4,128.3,78,,1
1004.6,7334.5,128.3,78,,1
1005.3,7340.4,127.2,78,,1
1006.1,7346.6,127.2,78,,1
1006.9,7352.7,126.7,79,,1
1007.6,7358.6,126.7,79,,1
1008.4,7364.6,126.4,79,,1
1009.1,7370.6,126.4,79,,1
1009.9,7376.7,125.2,80,,1
1010.6,7382.8,125.2,80,,1
1011.4,7388.9,124.7,80,,1
1012.1,7394.9,124.7,80,,1
1012.8,7400.8,124.7,80,,1
1013.6,7407.0,124.7,80,,1
1014.3,7412.9,123.1,81,,1
1015.1,7419.1,123.1,81,,1
1015.8,7425.0,121.3,82,,1
1016.5,7431.2,121.3,82,,1
1017.3,7437.2,122.4,81,,1
1018.0,7443.1,122.4,81,,1
1018.8,7449.3,125.3,79,,1
1019.6,7455.2,125.3,79,,1
1020.3,7461.4,127.5,78,,1
1021.1,7467.3,127.5,78,,1
1021.9,7473.5,127.4,78,,1
1022.6,7479.5,127.7,77,,1
1023.4,7485.5,127.7,77,,1
1024.2,7491.6,127.7,77,,1
1025.0,7497.5,130.5,76,,1
1025.8,7503.5,130.5,76,,1
1026.6,7509.6,130.4,76,,1
1027.3,7515.6,130.4,76,,1
1028.1,7521.7,130.0,77,,1
1028.9,7527.7,129.6,77,,1
1029.7,7533.7,129.6,77,,1
1030.5,7539.9,129.6,77,,1
1031.2,7546.0,129.2,78,,1
1032.0,7552.0,129.2,78,,1
1032.7,7557.9,127.2,79,,1
1033.5,7564.1,127.2,79,,1
1034.3,7570.1,126.8,78,,1
1035.1,7576.0,126.8,78,,1
1035.9,7582.1,131.2,75,,1
1036.7,7588.1,131.2,75,,1
1037.5,7594.2,134.9,74,,1
1038.4,7600.3,134.9,74,,1
1039.2,7606.4,135.5,74,,1
1040.0,7612.4,135.5,74,,1
1040.8,7618.4,135.6,74,,1
1041.6,7624.5,135.6,74,,1
1042.4,7630.5,135.2,74,,1
1043.2,7636.4,135.2,74,,1
1044.0,7642.6,133.0,76,,1
1044.8,7648.5,133.0,76,,1
1045.6,7654.7,132.3,76,,1
1046.4,7660.7,131.8,76,,1
1047.2,7666.6,131.8,76,,1
1048.0,7672.8,131.8,76,,1
1048.8,7678.7,131.8,76,,1
1049.6,7684.8,131.8,76,,1
1050.3,7690.8,131.8,77,,1
1051.1,7697.0,131.8,77,,1
1051.9,7703.0,128.4,78,,1
1052.7,7709.1,128.4,78,,1
1053.4,7715.0,128.7,77,,1
1054.2,7721.0,128.7,77,,1
1055.0,7727.0,128.8,77,,1
1055.8,7733.2,128.8,77,,1
1056.6,7739.3,129.1,78,,1
1057.3,7745.2,129.1,78,,1
1058.1,7751.3,128.0,78,,1
1058.9,7757.4,128.0,78,,1
1059.6,7763.3,128.6,77,,1
1060.4,7769.5,128.6,77,,1
1061.2,7775.4,129.1,77,,1
1062.0,7781.4,129.1,77,,1
1062.7,7787.5,129.0,77,,1
1063.5,7793.5,129.0,77,,1
1064.3,7799.7,127.9,78,,1
1065.0,7805.7,127.9,78,,1
1065.8,7811.7,125.7,80,,1
1066.5,7817.7,125.7,80,,1
1067.2,7823.7,122.8,82,,1
1068.0,7829.9,122.8,82,,1
1068.7,7835.9,120.5,83,,1
1069.4,7841.8,120.7,81,,1
1070.1,7847.9,120.7,81,,1
1070.9,7853.9,125.1,78,,1
1071.7,7860.1,125.1,78,,1
1072.5,7866.0,125.1,78,,1
1073.3,7872.2,129.1,76,,1
1074.1,7878.1,129.1,76,,1
1074.9,7884.2,132.5,75,,1
1075.6,7890.2,132.6,75,,1
1076.5,7896.3,132.6,75,,1
1077.3,7902.5,132.6,75,,1
1078.1,7908.4,132.9,75,,1
1078.8,7914.3,132.9,75,,1
1079.6,7920.4,131.8,76,,1
1080.4,7926.4,130.2,77,,1
1081.2,7932.4,130.2,77,,1
1082.0,7938.6,130.2,77,,1
1082.7,7944.5,128.3,78,,1
1083.5,7950.7,128.3,78,,1
1084.2,7956.6,127.6,79,,1
1085.0,7962.6,127.6,79,,1
1085.8,7968.8,126.0,79,,1
1086.5,7974.9,126.0,79,,1
1087.2,7980.8,125.1,81,,1
1088.0,7986.9,125.1,81,,1
1088.7,7992.8,123.0,81,,1
1089.5,7998.9,123.0,81,,1
1090.3,8005.1,124.9,79,,1
1091.0,8011.1,124.9,79,,1
1091.8,8017.1,128.3,77,,1
1092.6,8023.1,128.3,77,,1
1093.4,8029.1,129.4,78,,1
1094.1,8035.3,127.7,79,,1
1094.9,8041.2,127.7,79,,1
1095.7,8047.3,127.7,79,,1
1096.4,8053.4,127.1,79,,1
1097.2,8059.3,127.1,79,,1
1097.9,8065.3,126.6,79,,1
1098.7,8071.4,126.6,79,,1
1099.4,8077.4,124.7,81,,1
1100.2,8083.6,124.7,81,,1
1100.9,8089.6,123.2,81,,1
1101.7,8095.6,123.4,81,,1
1102.4,8101.6,123.4,81,,1
1103.2,8107.8,123.6,81,,1
1103.9,8113.7,123.6,81,,1
1104.6,8119.7,123.6,81,,1
1105.3,8125.8,120.5,84,,1
1106.0,8131.8,120.5,84,,1
1106.8,8138.0,119.0,83,,1
1107.5,8144.0,119.0,83,,1
1108.3,8150.1,122.8,80,,1
1109.0,8156.0,122.8,80,,1
1109.8,8162.0,126.7,78,,1
1110.6,8168.2,126.7,78,,1
1111.4,8174.2,128.8,77,,1
1112.1,8180.3,129.1,77,,1
1112.9,8186.3,129.1,77,,1
1113.7,8192.2,129.1,77,,1
1114.5,8198.3,129.1,77,,1
1115.2,8204.3,129.1,77,,1
1116.0,8210.3,129.1,77,,1
1116.8,8216.5,129.1,77,,1
1117.6,8222.5,128.9,77,,1
1118.4,8228.6,128.9,77,,1
1119.1,8234.6,129.0,77,,1
1119.9,8240.5,129.2,77,,1
1120.7,8246.6,129.2,77,,1
1121.5,8252.7,129.2,77,,1
1122.2,8258.8,128.3,77,,1
1123.0,8264.8,128.3,77,,1
1123.8,8270.7,129.0,77,,1
1124.6,8276.8,129.0,77,,1
1125.3,8282.8,129.3,77,,1
1126.1,8288.9,129.3,77,,1
1126.9,8295.0,129.3,77,,1
1127.7,8301.0,127.9,78,,1
1128.4,8307.0,127.9,78,,1
1129.2,8313.0,127.9,78,,1
1130.0,8319.2,128.8,77,,1
1130.8,8325.2,128.8,77,,1
1131.5,8331.3,128.9,77,,1
1132.3,8337.3,128.9,77,,1
1133.1,8343.2,129.4,77,,1
1133.9,8349.3,129.4,77,,1
1134.7,8355.4,128.8,78,,1
1135.4,8361.5,128.8,78,,1
1136.2,8367.4,127.9,78,,1
1137.0,8373.6,127.9,78,,1
1137.7,8379.5,127.1,78,,1
1138.5,8385.5,127.1,78,,1
1139.3,8391.7,129.4,76,,1
1140.1,8397.6,129.4,76,,1
1140.9,8403.8,131.6,75,,1
1141.7,8409.7,131.6,75,,1
1142.5,8415.7,133.4,75,,1
1143.3,8421.8,133.4,75,,1
1144.1,8427.9,133.6,75,,1
1144.9,8433.9,132.9,76,,1
1145.7,8439.9,132.9,76,,1
1146.5,8446.1,132.9,76,,1
1147.3,8452.1,131.0,77,,1
1148.0,8458.1,131.0,77,,1
1148.8,8464.1,129.5,78,,1
1149.6,8470.2,129.5,78,,1
1150.4,8476.4,128.0,79,,1
1151.1,8482.2,128.0,79,,1
1151.9,8488.3,127.8,78,,1
1152.7,8494.3,127.8,78,,1
1153.5,8500.4,129.7,76,,1
1154.3,8506.5,129.7,76,,1
1155.1,8512.5,134.4,73,,1
1156.0,8518.6,134.4,73,,1
1156.8,8524.6,139.1,71,,1
1157.6,8530.5,139.8,72,,1
1158.5,8536.5,139.8,72,,1
1159.3,8542.6,139.8,72,,1
1160.2,8548.8,139.1,72,,1
1161.0,8554.7,139.1,72,,1
1161.8,8560.7,137.7,73,,1
1162.6,8566.9,136.2,74,,1
1163.5,8572.9,136.2,74,,1
1164.3,8579.0,136.2,74,,1
1165.1,8584.9,134.8,74,,1
1165.9,8590.9,134.8,74,,1
1166.7,8597.0,134.7,74,,1
1167.5,8603.0,134.7,74,,1
1168.3,8609.0,134.7,74,,1
1169.1,8615.1,134.7,74,,1
1169.9,8621.1,134.3,74,,1
1170.7,8627.2,134.3,74,,1
1171.5,8633.2,135.0,73,,1
1172.4,8639.4,135.0,73,,1
1173.2,8645.4,134.6,75,,1
1174.0,8651.3,134.6,75,,1
1174.8,8657.4,133.1,74,,1
1175.6,8663.4,133.1,74,,1
1176.4,8669.5,134.3,73,,1
1177.2,8675.5,134.3,73,,1
1178.0,8681.7,135.4,73,,1
1178.9,8687.6,135.4,73,,1
1179.7,8693.6,136.8,72,,1
1180.5,8699.8,136.8,72,,1
1181.3,8705.7,137.1,72,,1
1182.1,8711.7,136.3,73,,1
1183.0,8717.8,136.3,73,,1
1183.8,8723.8,136.3,73,,1
1184.6,8729.9,135.2,73,,1
1185.4,8735.9,135.1,73,,1
1186.2,8742.1,135.1,73,,1
1187.0,8748.1,135.1,73,,1
1187.9,8754.0,135.6,73,,1
1188.7,8760.1,135.6,73,,1
1189.5,8766.1,136.1,73,,1
1190.3,8772.3,136.1,73,,1
1191.1,8778.3,135.8,73,,1
1191.9,8784.4,135.8,73,,1
1192.8,8790.4,135.0,74,,1
1193.6,8796.4,135.0,74,,1
1194.4,8802.5,134.9,74,,1
1195.2,8808.4,134.9,74,,1
1196.0,8814.4,134.6,74,,1
1196.8,8820.5,134.6,74,,1
1197.6,8826.5,134.1,74,,1
1198.5,8832.6,134.1,74,,1
1199.4,8838.6,138.2,69,,1
