nr,type,start_s,end_s,distance_m,duration_s,pace_s_per_km,pace_str,avg_hr,max_hr,hr_start,hr_end,hr_rise,avg_cadence_spm,elev_gain_m,elev_loss_m,avg_power_w,intensity,recovery_to_threshold_s
1,normal,0.0,6058.1,1835.2,6058.103,3301.0587401918046,55:01,139.0,163.0,70,89,19,17.83703703703704,0.0,0.0,,,
